Aktivitet,Aktivitetnavn,Tollerance,MaxAfvigelse,Hovedaktivitet på,Følgeudgift på ,Kle nr.,SBSYS id,Hovedaktivitet,Hovedaktivitetsnavn,Kont1,Konto2,Konto3,Kontering,PGF betegnelse,Helle,Kolonne1,Leif
015144,Kørsel i egen bil,10%,5000,,SEL-76-a,,,015025,"Plejefamilier, vederlag",,528221001,010009,528221001-010009,SEL-76-a Opretholdelse af anbringelse i plejefamilie ud over det 18. år for unge,,,
015144,Kørsel i egen bil,,,,SEL-52-3.2,,,015155,Overvåget samvær,,528211002,010009,528211002-010009,"SEL-52-3.2 Praktisk, pædagogisk eller anden støtte i hjemmet",,,
015144,Kørsel i egen bil,10%,5000,,SEL-52-3.7,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,010009,528241999-010009,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015144,Kørsel i egen bil,10%,5000,,SEL-58-jf 52-3.7,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,010009,528241999-010009,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015144,Kørsel i egen bil,10%,5000,,SEL-76-3.1,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,010009,528241999-010009,SEL-76-3.1 Døgnophold 18-22 årige,,,
015144,Kørsel i egen bil,10%,5000,,SEL-76-3.3,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,010009,528241999-010009,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015144,Kørsel i egen bil,10%,5000,,SEL-76-8,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,010009,528241999-010009,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015144,Kørsel i egen bil,10%,5000,,SEL-52-3.7,,,015031,Soc.pæd. opholdssteder,,528201003,010009,528201003-010009,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015144,Kørsel i egen bil,10%,5000,,SEL-58-jf 52-3.7,,,015031,Soc.pæd. opholdssteder,,528201003,010009,528201003-010009,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015144,Kørsel i egen bil,10%,5000,,SEL-76-3.1,,,015031,Soc.pæd. opholdssteder,,528201003,010009,528201003-010009,SEL-76-3.1 Døgnophold 18-22 årige,,,
015144,Kørsel i egen bil,10%,5000,,SEL-76-3.3,,,015101,Advokatbistand,,528201003,010009,528201003-010009,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015144,Kørsel i egen bil,10%,5000,,SEL-76-8,,,015031,Soc.pæd. opholdssteder,,528201003,010009,528201003-010009,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015144,Kørsel i egen bil,,,,SEL-36,,,015033,Særlige klubtilbud,,528251999,010009,528251999-010009,SEL-36 Særlige klubtilbud,,,
015104,Aktiviteter,,,,SEL-52-3.9,,,015002,"Anden hjælp efter § 52,3,9",,528211010,010011,528211010-010011,SEL-52-3.9 Anden hjælp,,,
015104,Aktiviteter,,,,SEL-52-3.5,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528211005,010011,528211005-010011,SEL-52-3.5 Aflastningsordning,,,
015104,Aktiviteter,,,,SEL-52-3.5,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528211005,010011,528211005-010011,SEL-52-3.5 Aflastningsordning,,,
015104,Aktiviteter,,,,SEL-52-3.4,,,015009,Døgnophold for familien,,528211004,010011,528211004-010011,SEL-52-3.4 Døgnophold for hele familien,,,
015104,Aktiviteter,10%,5000,,SEL-52-3.3,,,015011,Familiebehandling,,528211003,010011,528211003-010011,SEL-52-3.3 Familiebehandling eller lignende,,,
015104,Aktiviteter,,,,SEL-52-3.4,,,015015,"Kommunale plejefamilier, vederlag",,528211004,010011,528211004-010011,SEL-52-3.4 Døgnophold for hele familien,,,
015104,Aktiviteter,,,,SEL-52-3.5,,,015015,"Kommunale plejefamilier, vederlag",,528211005,010011,528211005-010011,SEL-52-3.5 Aflastningsordning,,,
015104,Aktiviteter,,,,SEL-52-3.6,,,015017,Kontaktperson,,528211007,010011,528211007-010011,SEL-52-3.6 Kontaktperson til barnet/den unge/familien,,,
015104,Aktiviteter,,,,SEL-52-3.6,,,015018,Kontaktperson for hele familien,,528211008,010011,528211008-010011,SEL-52-3.6 Kontaktperson til barnet/den unge/familien,,,
015104,Aktiviteter,10%,5000,,SEL-45,,,015021,Ledsageordning for personer m/nedsat funktionsevne (§ 45),,528211019,010011,528211019-010011,SEL-45 Ledsageordning 12-18 år,,,
015176,Tolk,,,,SEL-11-3.2,,,015000,"§ 11,3,2 Netværks-/samtalegruppe",,645511002,030004,645511002-030004,SEL-11-3.2 Netværks-/samtalegrupper - forebyggende,,,
015104,Aktiviteter,,,,SEL-52-3.5,,,015023,Netværksplejefamilier,,528211005,010011,528211005-010011,SEL-52-3.5 Aflastningsordning,,,
015176,Tolk,,,,SEL-44-jfr. §84,,,015001,Afløsning  i hjemmet,,528211005,030004,528211005-030004,"SEL-44-jfr. §84 Aflastning, børn og unge jf. SEL §84.1",,,
015104,Aktiviteter,,,,SEL-52-3.1,,,015024,Ophold i dagtilbud,,PPR,010011,PPR-010011,"SEL-52-3.1 Ophold i dagtilbud, fritidshjem, ungdoms",,,
015104,Aktiviteter,,,,SEL-52-3.4,,,015025,"Plejefamilier, vederlag",,528211004,010011,528211004-010011,SEL-52-3.4 Døgnophold for hele familien,,,
015104,Aktiviteter,,,,SEL-52-3.5,,,015025,"Plejefamilier, vederlag",,528211005,010011,528211005-010011,SEL-52-3.5 Aflastningsordning,,,
015176,Tolk,,,,SEL-52-3.9,,,015002,"Anden hjælp efter § 52,3,9",,645511002,030004,645511002-030004,SEL-52-3.9 Anden hjælp,,,
015104,Aktiviteter,,,,SEL-52-3.2,,,015155,Overvåget samvær,,528211002,010011,528211002-010011,"SEL-52-3.2 Praktisk, pædagogisk eller anden støtte i hjemmet",,,
015176,Tolk,,,,SEL-76-3.4,,,015003,Anden støtte,,645511002,030004,645511002-030004,"SEL-76-3.4 Unge anbragt op til det 18. år, der fortsat har behov for støtte",,,
015176,Tolk,,,,SEL-50-b,,,015004,"Børnehuset, takst",,645511002,030004,645511002-030004,SEL-50-b Betaling for brug af Børnehus i forbindelse med overgrebssager ,,,
015176,Tolk,,,,SEL-50,,,015005,Børnepsykologisk undersøgelse jf §50-5,,645511002,030004,645511002-030004,SEL-50 Børnefaglig undersøgelse - frivillig eller ude samtykke,,,
015176,Tolk,,,,SEL-51,,,015005,Børnepsykologisk undersøgelse jf §50-5,,645511002,030004,645511002-030004,"SEL-51 Undersøgelse uden samtykke på institution, sygehus mv.",,,
015121,"Egenbetaling, beboere",,,,SEL-52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,010030,528231001-010030,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015176,Tolk,,,,SEL-52-3.3,,,015006,Dagbehandlingstilbud,,645511002,030004,645511002-030004,SEL-52-3.3 Familiebehandling eller lignende,,,
015121,"Egenbetaling, beboere",10%,5000,,SEL-76-3.1,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,010030,528231001-010030,SEL-76-3.1 Døgnophold 18-22 årige,,,
015121,"Egenbetaling, beboere",10%,5000,,SEL-76-3.3,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,010030,528231001-010030,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015176,Tolk,,,,SEL-44-jfr. §84,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528211005,030004,528211005-030004,"SEL-44-jfr. §84 Aflastning, børn og unge jf. SEL §84.1",,,
015121,"Egenbetaling, beboere",,,,SEL-52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,010030,528231002-010030,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015121,"Egenbetaling, beboere",10%,5000,,SEL-76-3.1,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,010030,528231002-010030,SEL-76-3.1 Døgnophold 18-22 årige,,,
015121,"Egenbetaling, beboere",10%,5000,,SEL-76-3.3,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,010030,528231002-010030,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015121,"Egenbetaling, beboere",,,,SEL-52-3.7,,,015010,Eget værelse,,528201005,010030,528201005-010030,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015176,Tolk,,,,SEL-52-3.5,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,645511002,030004,645511002-030004,SEL-52-3.5 Aflastningsordning,,,
015121,"Egenbetaling, beboere",10%,5000,,SEL-76-3.1,,,015010,Eget værelse,,528201005,010030,528201005-010030,SEL-76-3.1 Døgnophold 18-22 årige,,,
015121,"Egenbetaling, beboere",10%,5000,,SEL-76-3.3,,,015010,Eget værelse,,528201005,010030,528201005-010030,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015121,"Egenbetaling, beboere",,,,SEL-52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,528221003,010030,528221003-010030,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015121,"Egenbetaling, beboere",10%,5000,,SEL-76-3.1,,,015015,"Kommunale plejefamilier, vederlag",,528221003,010030,528221003-010030,SEL-76-3.1 Døgnophold 18-22 årige,,,
015121,"Egenbetaling, beboere",10%,5000,,SEL-76-3.3,,,015015,"Kommunale plejefamilier, vederlag",,528221003,010030,528221003-010030,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015121,"Egenbetaling, beboere",,,,SEL-52-3.7,,,015019,Kost- og efterskoler,,528201004,010030,528201004-010030,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015121,"Egenbetaling, beboere",10%,5000,,SEL-76-3.1,,,015019,Kost- og efterskoler,,528201004,010030,528201004-010030,SEL-76-3.1 Døgnophold 18-22 årige,,,
015121,"Egenbetaling, beboere",10%,5000,,SEL-76-3.3,,,015019,Kost- og efterskoler,,528201004,010030,528201004-010030,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015121,"Egenbetaling, beboere",,,,SEL-52-3.7,,,015023,Netværksplejefamilier,,528221005,010030,528221005-010030,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015121,"Egenbetaling, beboere",10%,5000,,SEL-76-3.1,,,015023,Netværksplejefamilier,,528221005,010030,528221005-010030,SEL-76-3.1 Døgnophold 18-22 årige,,,
015121,"Egenbetaling, beboere",10%,5000,,SEL-76-3.3,,,015023,Netværksplejefamilier,,528221005,010030,528221005-010030,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015121,"Egenbetaling, beboere",,,,SEL-52-3.7,,,015025,"Plejefamilier, vederlag",,528221001,010030,528221001-010030,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015121,"Egenbetaling, beboere",10%,5000,,SEL-76-3.1,,,015025,"Plejefamilier, vederlag",,528221001,010030,528221001-010030,SEL-76-3.1 Døgnophold 18-22 årige,,,
015176,Tolk,10%,5000,,SEL-52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,645511002,030004,645511002-030004,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015121,"Egenbetaling, beboere",10%,5000,,SEL-76-3.3,,,015025,"Plejefamilier, vederlag",,528221001,010030,528221001-010030,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015121,"Egenbetaling, beboere",,,,SEL-52-3.7,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,010030,528241999-010030,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015101,Advokatbistand,10%,5000,,SEL-58-jf 52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528201007,010037,528201007-010037,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015121,"Egenbetaling, beboere",10%,5000,,SEL-76-3.1,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,010030,528241999-010030,SEL-76-3.1 Døgnophold 18-22 årige,,,
015121,"Egenbetaling, beboere",10%,5000,,SEL-76-3.3,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,010030,528241999-010030,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015121,"Egenbetaling, beboere",,,,SEL-52-3.7,,,015031,Soc.pæd. opholdssteder,,528201003,010030,528201003-010030,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015121,"Egenbetaling, beboere",10%,5000,,SEL-76-3.1,,,015031,Soc.pæd. opholdssteder,,528201003,010030,528201003-010030,SEL-76-3.1 Døgnophold 18-22 årige,,,
015121,"Egenbetaling, beboere",10%,5000,,SEL-76-3.3,,,015101,Advokatbistand,,528201003,010030,528201003-010030,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015031,Soc.pæd. opholdssteder,10%,5000,SEL-58-jf 52-3.7,,27.24.27,1575,,,,,010038,-010038,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015176,Tolk,10%,5000,,SEL-58-jf 52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,645511002,030004,645511002-030004,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015102,Aflastning,10%,5000,,SEL-76-a,,,015025,"Plejefamilier, vederlag",,528221001,010045,528221001-010045,SEL-76-a Opretholdelse af anbringelse i plejefamilie ud over det 18. år for unge,,,
015176,Tolk,10%,5000,,SEL-76-3.1,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,645511002,030004,645511002-030004,SEL-76-3.1 Døgnophold 18-22 årige,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,010053,528231001-010053,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-58-jf 52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,010053,528231001-010053,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-3.1,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,010053,528231001-010053,SEL-76-3.1 Døgnophold 18-22 årige,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-3.3,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,010053,528231001-010053,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015176,Tolk,10%,5000,,SEL-76-3.3,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,645511002,030004,645511002-030004,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-8,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,010053,528231001-010053,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,010053,528231002-010053,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-58-jf 52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,010053,528231002-010053,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-3.1,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,010053,528231002-010053,SEL-76-3.1 Døgnophold 18-22 årige,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-3.3,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,010053,528231002-010053,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-8,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,010053,528231002-010053,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-52-3.7,,,015010,Eget værelse,,528201005,010053,528201005-010053,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-58-jf 52-3.7,,,015010,Eget værelse,,528201005,010053,528201005-010053,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-3.1,,,015010,Eget værelse,,528201005,010053,528201005-010053,SEL-76-3.1 Døgnophold 18-22 årige,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-3.3,,,015010,Eget værelse,,528201005,010053,528201005-010053,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-8,,,015010,Eget værelse,,528201005,010053,528201005-010053,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015176,Tolk,10%,5000,,SEL-76-8,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,645511002,030004,645511002-030004,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,528221003,010053,528221003-010053,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-58-jf 52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,528221003,010053,528221003-010053,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-3.1,,,015015,"Kommunale plejefamilier, vederlag",,528221003,010053,528221003-010053,SEL-76-3.1 Døgnophold 18-22 årige,,,
015176,Tolk,,,,SEL-44-jfr. §84,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528211005,030004,528211005-030004,"SEL-44-jfr. §84 Aflastning, børn og unge jf. SEL §84.1",,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-3.3,,,015015,"Kommunale plejefamilier, vederlag",,528221003,010053,528221003-010053,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-8,,,015015,"Kommunale plejefamilier, vederlag",,528221003,010053,528221003-010053,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-a,,,015015,"Kommunale plejefamilier, vederlag",,528221003,010053,528221003-010053,SEL-76-a Opretholdelse af anbringelse i plejefamilie ud over det 18. år for unge,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-52-3.7,,,015019,Kost- og efterskoler,,528201004,010053,528201004-010053,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015176,Tolk,,,,SEL-52-3.5,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,645511002,030004,645511002-030004,SEL-52-3.5 Aflastningsordning,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-58-jf 52-3.7,,,015019,Kost- og efterskoler,,528201004,010053,528201004-010053,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-3.1,,,015019,Kost- og efterskoler,,528201004,010053,528201004-010053,SEL-76-3.1 Døgnophold 18-22 årige,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-3.3,,,015019,Kost- og efterskoler,,528201004,010053,528201004-010053,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-8,,,015019,Kost- og efterskoler,,528201004,010053,528201004-010053,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-52-3.7,,,015023,Netværksplejefamilier,,528221005,010053,528221005-010053,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-58-jf 52-3.7,,,015023,Netværksplejefamilier,,528221005,010053,528221005-010053,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-3.1,,,015023,Netværksplejefamilier,,528221005,010053,528221005-010053,SEL-76-3.1 Døgnophold 18-22 årige,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-3.3,,,015023,Netværksplejefamilier,,528221005,010053,528221005-010053,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-8,,,015023,Netværksplejefamilier,,528221005,010053,528221005-010053,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-52-3.7,,,015025,"Plejefamilier, vederlag",,528221001,010053,528221001-010053,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-58-jf 52-3.7,,,015025,"Plejefamilier, vederlag",,528221001,010053,528221001-010053,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-3.1,,,015025,"Plejefamilier, vederlag",,528221001,010053,528221001-010053,SEL-76-3.1 Døgnophold 18-22 årige,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-3.3,,,015025,"Plejefamilier, vederlag",,528221001,010053,528221001-010053,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015176,Tolk,10%,5000,,SEL-52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,645511002,030004,645511002-030004,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-8,,,015025,"Plejefamilier, vederlag",,528221001,010053,528221001-010053,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-a,,,015025,"Plejefamilier, vederlag",,528221001,010053,528221001-010053,SEL-76-a Opretholdelse af anbringelse i plejefamilie ud over det 18. år for unge,,,
015101,Advokatbistand,10%,5000,,SEL-58-jf 52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528201007,010037,528201007-010037,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-52-3.7,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,010053,528241999-010053,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-58-jf 52-3.7,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,010053,528241999-010053,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-3.1,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,010053,528241999-010053,SEL-76-3.1 Døgnophold 18-22 årige,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-3.3,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,010053,528241999-010053,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-8,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,010053,528241999-010053,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-52-3.7,,,015031,Soc.pæd. opholdssteder,,528201003,010053,528201003-010053,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-58-jf 52-3.7,,,015031,Soc.pæd. opholdssteder,,528201003,010053,528201003-010053,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-3.1,,,015031,Soc.pæd. opholdssteder,,528201003,010053,528201003-010053,SEL-76-3.1 Døgnophold 18-22 årige,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-3.3,,,015101,Advokatbistand,,528201003,010053,528201003-010053,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
015168,Støtte til fritidstilbud,10%,5000,,SEL-76-8,,,015031,Soc.pæd. opholdssteder,,528201003,010053,528201003-010053,SEL-76-8 Tilbagevenden til anbringelsessted,,,
015176,Tolk,10%,5000,,SEL-58-jf 52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,645511002,030004,645511002-030004,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015155,Overvåget samvær,,,,SEL-52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,010079,528231001-010079,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015155,Overvåget samvær,,,,SEL-58-jf 52-3.7,,,015007,Døgninstitutioner vedr. nedsat funktionsevne,,528231001,010079,528231001-010079,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015155,Overvåget samvær,,,,SEL-52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,010079,528231002-010079,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015155,Overvåget samvær,,,,SEL-58-jf 52-3.7,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,528231002,010079,528231002-010079,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015176,Tolk,10%,5000,,SEL-76-3.1,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,645511002,030004,645511002-030004,SEL-76-3.1 Døgnophold 18-22 årige,,,
015155,Overvåget samvær,,,,SEL-52-3.7,,,015010,Eget værelse,,528201005,010079,528201005-010079,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015155,Overvåget samvær,,,,SEL-58-jf 52-3.7,,,015010,Eget værelse,,528201005,010079,528201005-010079,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015155,Overvåget samvær,,,,SEL-52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,528221003,010079,528221003-010079,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015155,Overvåget samvær,,,,SEL-58-jf 52-3.7,,,015015,"Kommunale plejefamilier, vederlag",,528221003,010079,528221003-010079,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015155,Overvåget samvær,10%,5000,,SEL-52-3.7,,,015019,Kost- og efterskoler,,528201004,010079,528201004-010079,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015155,Overvåget samvær,,,,SEL-58-jf 52-3.7,,,015019,Kost- og efterskoler,,528201004,010079,528201004-010079,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015155,Overvåget samvær,,,,SEL-52-3.7,,,015023,Netværksplejefamilier,,528221005,010079,528221005-010079,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015155,Overvåget samvær,,,,SEL-58-jf 52-3.7,,,015023,Netværksplejefamilier,,528221005,010079,528221005-010079,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015155,Overvåget samvær,,,,SEL-52-3.7,,,015025,"Plejefamilier, vederlag",,528221001,010079,528221001-010079,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015155,Overvåget samvær,,,,SEL-58-jf 52-3.7,,,015025,"Plejefamilier, vederlag",,528221001,010079,528221001-010079,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015155,Overvåget samvær,,,,SEL-52-3.7,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,010079,528241999-010079,SEL-52-3.7 Anbringelse udenfor hjemmet,,,
015155,Overvåget samvær,,,,SEL-58-jf 52-3.7,,,015030,"Sikrede institutioner, opholdsbetaling",,528241999,010079,528241999-010079,SEL-58-jf 52-3.7 Anbringelse uden samtykke fra forældrene,,,
015176,Tolk,10%,5000,,SEL-76-3.3,,,015008,Døgninstitutioner vedr. sociale adfærdsproblemer,,645511002,030004,645511002-030004,SEL-76-3.3 Udslusningsophold 18-22 årige,,,
